id,gender,age,height,body_volume,ethnicity,hair_color,hairstyle,beard,moustache,glasses,head_accessories,upper_body_clothing,lower_body_clothing,footwear,accessories
1953,0,3,2,1,4,1,3,2,2,2,0,8,3,4,7
1954,0,4,3,1,4,1,1,0,0,1,4,9,2,1,7
1956,0,3,2,1,4,1,1,1,1,2,4,8,2,1,0
1958,2,3,2,1,4,0,2,1,1,2,4,0,3,0,1
1964,2,3,2,1,4,1,3,1,1,2,0,0,2,0,1
1965,0,3,2,1,4,0,1,1,1,0,4,0,2,0,0
1968,2,8,3,1,4,6,5,2,2,3,4,12,9,6,0
1976,1,2,3,1,0,0,3,1,1,2,4,7,2,0,1
1978,1,5,2,1,4,1,3,1,1,2,4,8,2,3,7
1979,0,8,4,3,4,6,5,2,2,2,0,12,9,6,8
1980,1,3,3,1,4,0,1,0,1,2,4,0,0,0,7
1981,2,8,4,3,4,6,5,2,2,3,4,12,9,6,8
1990,1,2,2,1,0,1,4,1,1,2,4,0,0,0,7
2001,1,3,2,1,4,1,2,1,1,2,4,2,2,6,7
2002,1,2,2,1,4,0,2,1,1,0,4,8,2,0,1
2003,2,3,2,0,4,1,5,1,1,0,4,0,2,1,7
2004,0,3,2,1,4,0,2,1,1,0,4,0,3,0,1
2008,2,3,2,1,4,0,3,1,1,2,4,12,2,0,7
2011,1,3,2,1,4,0,1,1,1,0,4,0,0,0,1
2013,2,3,2,1,4,0,1,1,1,2,4,2,2,0,1
2023,1,3,2,1,4,1,1,1,1,2,4,0,3,4,1
2026,0,3,3,1,4,1,3,1,1,2,0,8,2,1,7
2030,0,3,2,1,4,0,1,0,0,2,4,0,0,0,7
2032,2,3,2,1,4,1,2,1,1,0,3,8,2,0,7
2033,0,4,2,1,0,4,1,1,1,0,4,8,2,1,0
2034,0,3,2,1,4,0,2,0,0,2,4,8,2,6,1
2040,0,3,2,1,4,0,2,2,0,2,4,0,2,0,1
2041,2,3,2,1,4,0,1,1,2,0,4,0,3,0,1
2046,1,3,2,0,4,0,3,1,1,0,4,0,0,0,1
2048,0,3,3,1,4,1,1,1,1,2,4,8,2,1,0
2050,1,3,2,1,4,6,5,1,1,2,0,2,0,0,1
2055,0,5,2,1,0,2,1,1,1,2,4,0,2,0,7
2058,0,8,4,3,4,6,5,2,2,3,4,12,9,6,8
2064,0,3,3,1,4,1,2,1,1,2,4,0,3,0,1
2065,1,3,2,1,4,1,3,1,1,0,4,1,0,0,1
2066,2,3,2,1,4,6,3,1,1,2,0,8,0,1,0
2067,0,3,2,1,4,0,1,1,1,2,0,8,2,1,1
2068,2,4,2,1,4,6,5,2,2,3,0,8,2,0,0
2071,1,3,2,1,4,0,3,1,1,2,4,0,2,0,1
2072,0,3,2,1,4,0,1,1,1,0,4,0,2,6,7
2073,1,3,2,1,4,6,3,1,1,2,4,2,0,4,2
2076,2,2,3,1,4,1,2,1,1,2,4,0,0,0,1
2078,0,2,2,1,0,1,1,1,1,2,4,0,3,4,7
2079,1,3,2,1,4,6,3,1,1,2,4,2,2,0,0
2080,1,3,2,1,4,0,3,1,1,2,4,2,9,6,1
2083,1,3,2,1,0,1,3,1,1,2,3,0,2,0,0
2084,0,3,3,1,4,1,1,1,1,2,4,0,2,0,1
2085,1,3,2,1,2,6,3,1,1,0,4,7,2,0,1
2087,1,3,2,1,4,1,3,1,1,3,4,10,0,0,7
2088,2,8,2,1,4,6,5,2,2,3,4,10,2,0,1
2089,1,2,2,1,0,1,3,1,1,2,4,0,0,0,7
2092,2,3,2,1,4,6,5,2,2,2,4,12,3,0,7
2093,1,3,2,1,4,1,2,1,1,2,4,0,2,0,1
2094,0,3,2,1,4,1,1,0,0,2,4,0,2,0,1
2095,0,3,2,1,4,0,1,1,1,2,4,0,2,0,7
2097,0,3,2,1,0,1,1,1,1,2,4,8,2,0,1
2098,2,3,2,0,4,1,1,1,1,2,0,0,2,0,0
2102,1,3,2,1,4,1,3,1,1,3,4,2,4,3,7
2103,0,3,2,1,4,1,1,1,1,0,4,0,2,0,0
2110,0,3,2,1,4,0,1,2,2,2,0,2,2,0,7
2111,2,3,2,1,4,0,2,1,1,2,4,0,3,0,1
2113,2,3,2,1,4,0,1,1,1,0,4,0,2,0,1
2114,1,3,2,1,4,1,3,1,1,2,4,12,2,0,0
2115,2,3,2,1,4,0,1,1,1,2,4,8,2,0,1
2118,1,3,2,1,4,1,2,1,1,0,4,6,9,0,0
2120,1,2,2,1,4,1,3,1,1,2,4,2,3,0,1
2122,0,3,2,1,4,0,1,1,1,3,4,0,2,0,7
2123,0,3,2,1,4,0,1,1,1,3,4,8,0,0,1
2124,0,5,2,1,0,1,1,1,1,1,4,0,3,0,7
2125,0,3,3,1,4,1,3,0,1,2,4,8,2,3,0
2127,0,3,2,1,4,5,5,2,2,1,0,8,2,0,0
2128,0,3,2,1,4,0,2,1,1,3,4,0,3,0,1
2130,1,3,2,0,4,6,5,1,1,2,4,6,6,0,1
2132,0,3,3,1,4,0,2,1,1,2,4,8,2,0,7
2133,1,4,2,1,4,1,3,1,1,2,4,0,2,0,2
2136,1,3,2,1,4,0,3,1,1,2,4,0,9,6,1
2137,0,2,2,1,0,1,1,1,1,2,4,2,0,0,1
2138,1,2,2,0,4,1,3,1,1,2,4,2,1,1,7
2139,2,3,3,1,4,0,2,1,1,2,0,0,0,0,1
2140,0,3,3,1,4,1,2,1,1,3,4,0,0,6,1
2142,0,4,2,1,4,1,1,1,1,3,3,0,2,6,0
2144,1,3,2,1,4,0,3,1,1,2,4,0,2,0,1
2146,0,3,2,1,4,0,1,2,2,2,4,0,2,0,7
2147,1,3,2,1,4,0,4,1,1,2,4,7,7,0,1
2150,1,2,2,0,4,0,3,1,1,2,4,0,3,0,7
2151,1,3,2,1,4,1,3,1,1,2,4,0,3,3,1
2152,2,8,3,1,4,6,5,2,2,3,4,12,0,3,7
2155,1,3,2,1,4,0,3,1,1,2,4,0,0,0,2
2156,0,3,3,0,4,1,2,1,1,0,4,0,0,1,1
2158,1,3,2,1,0,1,3,1,1,2,4,8,3,0,7
2162,2,5,2,1,4,1,2,1,1,0,0,8,3,4,1
2165,1,3,3,1,4,0,2,1,1,2,4,0,3,4,0
2168,2,3,2,1,4,1,2,1,1,2,4,0,3,0,1
2169,0,3,3,1,4,0,2,1,1,2,4,0,3,0,7
2171,0,4,3,1,4,2,2,1,1,2,4,9,2,1,3
2174,1,4,2,1,0,1,1,1,1,0,4,8,2,0,0
2176,1,4,2,1,4,4,2,1,1,0,4,8,2,6,1
2179,1,3,2,1,4,0,1,0,1,2,4,8,0,0,1
2184,1,4,2,1,4,1,4,1,1,1,4,8,2,1,7
2191,0,4,3,1,0,0,0,0,0,1,0,8,2,1,7
2192,0,3,3,1,0,1,2,1,1,2,4,10,3,0,1
2195,1,3,2,1,4,6,5,1,1,2,4,8,0,0,7
2197,1,3,2,1,4,1,3,1,1,2,4,0,2,3,0
2198,1,3,2,1,4,1,3,1,1,2,4,0,2,0,1
2199,2,3,3,1,0,1,2,1,1,2,4,0,2,0,1
2200,0,3,3,1,0,1,2,1,1,1,4,8,2,1,7
2201,1,3,2,1,4,1,3,1,1,2,4,0,0,3,7
2203,1,3,3,1,4,1,4,1,1,2,4,0,4,6,0
2204,0,3,2,1,0,1,2,1,1,2,4,0,3,0,7
2205,0,3,2,1,4,0,0,0,0,2,1,0,2,0,1
2208,2,3,3,1,4,0,1,1,1,3,4,0,3,0,1
2211,1,3,2,1,4,1,4,1,1,2,4,12,2,0,7
2212,0,3,2,1,0,1,2,1,1,2,4,8,0,0,7
2213,0,3,2,0,0,1,2,1,1,2,4,0,3,0,7
2214,1,3,2,0,4,0,1,1,1,2,4,0,3,0,0
2216,1,3,2,1,4,6,5,1,1,0,0,2,2,0,0
2218,0,3,2,1,4,0,2,0,0,2,0,2,0,0,1
2219,0,2,2,1,0,1,1,1,1,2,4,0,2,1,7
2220,1,3,3,0,4,6,4,1,1,2,4,0,2,0,0
2222,0,3,3,1,4,0,2,1,1,2,4,12,3,0,1
2223,0,3,3,1,4,0,2,0,0,2,4,8,0,0,7
2224,0,3,3,1,4,0,1,1,1,2,4,0,2,0,1
2227,0,3,2,1,4,0,1,1,1,2,4,0,2,0,1
2228,2,3,2,1,4,0,1,1,1,2,0,1,3,0,1
2230,0,3,2,1,4,0,1,1,1,2,4,1,3,0,1
2231,1,2,2,1,0,1,3,1,1,0,4,0,4,0,7
2232,1,3,2,1,4,0,3,1,1,2,4,0,2,0,0
2237,0,3,2,1,4,1,1,1,1,2,4,0,2,0,1
2238,0,3,2,1,4,0,1,2,2,2,4,0,3,0,0
2239,0,3,2,1,4,0,1,2,2,2,4,0,2,0,1
2240,2,8,4,3,4,6,5,2,2,3,4,0,12,9,8
2242,0,4,3,1,4,6,5,0,0,3,4,8,2,0,0
2243,1,3,2,1,4,1,3,1,1,2,4,8,2,1,0
2244,2,3,3,1,4,0,3,0,0,2,4,0,0,0,1
2245,1,3,2,1,4,1,3,1,1,2,0,8,2,0,0
2247,0,3,3,1,0,1,1,1,1,2,4,0,2,0,1
2248,0,2,4,1,4,0,1,2,2,2,4,0,9,0,1
2254,0,3,2,0,4,0,2,1,1,2,0,0,2,0,8
2257,0,3,3,1,4,1,2,1,1,2,4,0,2,0,7
2261,1,3,2,1,4,0,3,1,1,2,4,0,2,0,1
2262,2,8,4,3,4,6,5,2,2,3,4,12,9,6,8
2264,0,3,2,1,4,1,2,1,1,2,4,0,2,0,7
2265,0,3,2,1,4,1,1,1,1,2,4,9,2,6,4
2268,1,3,2,1,4,1,3,1,1,1,0,0,9,6,0
2270,1,3,2,1,4,0,3,1,1,2,4,0,0,0,1
2271,0,3,2,1,4,0,1,2,2,3,4,0,0,0,1
2272,1,2,2,1,0,1,2,1,1,0,4,0,4,0,0
2273,1,3,2,1,4,0,1,1,1,0,4,8,2,0,1
2274,0,3,2,1,4,0,1,2,2,2,4,0,0,0,1
2275,1,3,2,1,0,1,4,1,1,2,4,0,2,1,0
2276,0,3,3,1,4,6,5,2,2,3,4,3,2,0,8
2277,0,3,3,1,4,6,1,0,2,1,0,0,2,3,7
2278,0,3,2,1,4,1,2,1,1,2,4,0,3,0,1
2279,0,3,2,0,4,1,1,1,1,2,4,0,3,0,1
2282,1,3,2,2,4,1,3,1,1,2,4,1,2,0,0
2286,1,2,3,1,4,1,3,1,1,1,4,6,3,0,1
2287,1,3,3,1,4,1,3,1,1,2,4,0,9,0,0
2288,1,3,2,1,4,0,1,1,1,2,4,0,4,0,1
2290,2,3,2,1,4,0,1,0,1,2,4,8,2,0,7
2293,0,3,2,1,0,1,1,1,1,2,4,8,2,1,7
2294,2,3,2,1,4,0,2,0,0,2,4,8,0,0,0
2295,0,3,2,1,4,1,2,2,2,2,4,0,3,0,7
2296,1,3,2,1,0,1,3,1,1,2,4,0,2,0,1
2297,1,3,2,1,4,2,3,1,1,2,4,0,3,0,0
2299,1,3,2,1,0,1,4,2,1,2,4,12,2,0,7
2302,2,8,4,3,4,6,5,2,2,3,4,12,9,6,8
2305,2,3,2,1,4,0,2,0,0,2,0,0,3,0,1
2308,0,8,4,3,4,5,1,2,2,2,4,12,9,6,8
2309,1,3,2,1,4,0,3,1,1,2,4,0,2,6,1
2310,0,3,2,1,4,0,1,1,1,0,4,10,2,0,1
2313,2,8,4,3,4,6,5,2,2,3,4,12,9,6,8
2315,2,3,2,1,4,0,1,1,1,1,0,8,2,0,1
2316,1,3,2,1,4,6,5,1,1,2,4,0,2,0,7
2317,1,3,2,1,4,0,3,1,1,0,4,0,0,0,1
2325,2,2,2,1,4,0,2,1,1,2,4,0,2,0,7
2326,0,3,3,1,4,0,1,1,1,0,0,0,3,4,1
2329,0,4,2,1,4,6,2,1,1,1,0,0,2,0,1
2330,0,3,2,1,4,1,2,0,0,0,0,0,3,0,1
2331,1,3,2,1,4,1,3,1,1,2,4,0,3,0,1
2333,2,4,3,1,4,1,2,0,0,2,0,9,2,1,0
2338,2,3,2,0,4,6,5,2,2,3,4,0,0,0,1
2339,0,3,2,1,4,0,1,0,0,1,4,0,2,0,1
2341,0,3,3,1,4,0,1,1,1,2,4,8,2,0,1
2345,0,3,2,1,4,0,1,2,2,1,4,0,3,0,1
2349,0,3,3,1,4,0,1,2,2,3,4,10,2,0,7
2351,0,3,2,1,4,1,2,1,1,2,4,0,3,0,1
2354,0,3,3,1,4,6,5,2,2,3,4,0,3,0,7
2355,0,4,2,1,0,1,1,0,0,0,4,8,2,0,7
2356,2,3,2,1,0,1,3,1,1,2,4,0,0,0,1
2361,1,3,3,1,4,1,3,1,1,0,4,1,0,0,1
2362,0,4,2,1,4,0,1,2,2,2,0,0,2,0,7
2364,0,3,3,0,4,0,2,1,1,2,4,0,0,0,1
2365,0,3,2,1,1,0,2,1,1,2,4,8,2,0,7
2366,0,8,4,3,4,5,1,2,2,2,0,0,3,9,8
2368,1,3,3,1,0,1,3,1,1,2,4,0,3,0,1
2369,2,8,2,1,4,6,5,1,1,2,4,0,3,0,7
2371,2,4,2,1,4,0,3,1,1,2,4,2,2,3,7
2372,1,2,2,1,4,0,1,1,1,2,4,0,0,0,7
2374,2,3,2,1,4,1,3,1,1,2,4,0,3,0,7
2375,1,3,2,1,4,6,3,1,1,2,4,0,2,1,7
2390,2,2,2,1,1,0,1,1,1,2,4,0,2,0,8
2391,2,3,2,1,4,1,2,0,1,0,0,8,2,0,0
2394,0,3,2,1,4,1,1,0,0,2,4,0,0,0,5
2397,1,3,2,1,4,1,3,1,1,2,4,8,4,6,1
2398,2,8,3,2,4,6,5,1,1,2,4,11,3,0,7
2399,1,2,2,1,4,0,2,1,1,2,4,0,4,6,1
2400,0,3,2,1,4,0,3,0,0,2,4,0,3,0,7
2401,0,3,2,1,4,1,2,2,2,2,4,0,3,0,7
2404,1,3,2,1,4,1,3,1,1,2,4,0,3,0,0
2412,0,3,3,1,4,0,0,0,2,0,4,8,2,0,1
2415,2,4,2,2,4,1,2,1,1,0,4,8,2,1,0
2416,1,3,2,1,4,1,3,1,1,2,4,0,2,3,0
2420,0,3,3,1,4,4,1,0,0,0,4,8,2,1,1
2422,2,3,3,1,4,1,2,0,2,1,0,7,2,1,7
2423,2,3,2,1,4,1,3,1,1,2,4,0,2,3,1
2428,1,2,3,1,4,1,3,1,1,0,4,0,3,0,7
2429,0,3,2,1,4,0,1,1,1,2,4,0,2,0,7
2431,0,8,4,3,4,6,5,2,2,3,4,12,9,6,8
2436,1,3,2,1,4,1,3,1,1,0,4,8,0,0,7
2437,1,3,2,1,4,1,3,1,1,1,0,0,0,0,2
2441,0,3,3,1,4,1,3,1,1,2,4,8,2,3,0
2443,1,3,2,1,4,1,3,1,1,3,4,0,2,3,0
2454,1,5,2,1,4,1,2,1,1,2,4,1,9,6,2
2458,1,4,2,1,4,0,2,1,1,1,4,2,2,1,0
2459,0,3,2,1,4,0,1,2,2,2,0,0,2,0,0
2460,1,3,2,1,0,5,1,1,1,3,4,6,0,0,7
2462,0,2,2,1,4,0,1,1,1,0,0,0,2,0,7
2466,2,8,4,1,4,6,1,2,2,3,4,0,12,3,8
2469,2,3,2,1,4,1,2,1,1,2,4,0,2,0,1
2470,0,3,2,1,4,0,2,1,1,0,4,0,2,0,0
2471,1,3,3,1,4,1,3,1,1,2,4,6,4,4,7
2472,1,3,2,0,4,1,3,1,1,2,4,0,2,1,0
2474,0,2,3,1,4,1,2,1,1,0,4,0,0,0,1
2481,1,3,2,0,4,1,4,1,1,3,4,11,6,4,1
