id,gender,age,height,body_volume,ethnicity,hair_color,hairstyle,beard,moustache,glasses,head_accessories,upper_body_clothing,lower_body_clothing,footwear,accessories
224,0,3,2,1,4,0,1,1,1,2,4,8,2,0,1
227,0,3,2,1,4,0,2,1,1,2,4,0,2,3,1
228,0,3,2,0,4,1,3,1,1,0,4,8,2,3,1
229,1,3,2,1,4,0,3,1,1,2,4,2,2,0,2
230,1,3,2,1,4,1,2,1,1,2,4,6,6,0,1
231,0,3,3,1,4,1,2,1,1,2,4,0,3,0,7
233,0,3,3,1,4,0,1,1,0,2,4,0,3,4,1
235,0,3,2,1,2,0,1,1,1,2,4,8,3,0,5
237,0,3,2,0,4,0,2,0,0,3,4,0,3,0,1
240,0,3,2,1,4,1,3,1,0,3,4,0,2,6,1
245,1,3,2,1,4,0,3,1,1,0,4,1,4,0,1
246,0,3,2,1,0,1,1,1,1,2,4,8,2,1,1
248,0,3,2,1,4,1,2,1,1,3,4,0,3,0,1
249,0,3,2,1,4,0,1,1,1,0,4,0,3,0,1
251,0,3,2,1,4,5,1,0,0,2,4,0,2,6,1
254,1,3,2,2,0,1,3,1,1,0,4,7,7,1,1
257,0,3,2,1,4,1,2,0,0,0,4,0,2,0,1
258,0,3,2,1,4,1,1,0,0,2,4,0,3,0,1
260,0,4,2,1,4,5,1,1,2,0,0,8,2,1,7
261,2,2,3,1,4,1,2,1,1,2,4,0,2,0,1
262,2,3,2,1,4,1,3,1,1,0,4,0,2,1,0
263,1,3,3,1,4,1,1,0,1,2,4,0,3,4,1
265,0,2,2,0,0,2,2,1,1,2,4,0,3,0,1
267,0,3,2,1,4,1,2,1,1,3,4,0,2,6,1
268,0,3,2,1,4,1,2,1,1,0,4,8,2,6,1
269,2,3,2,1,4,0,2,0,0,2,4,0,0,0,7
270,0,3,2,1,0,1,2,1,1,2,0,0,3,0,1
275,0,3,2,0,4,1,1,1,1,1,4,0,3,0,7
279,1,3,2,0,4,0,2,1,1,0,4,0,9,6,7
282,1,3,2,1,4,1,4,1,1,0,4,0,2,6,2
284,1,3,2,1,4,1,3,1,1,2,4,0,0,0,1
285,2,3,3,1,4,1,3,1,1,2,0,0,2,0,1
287,1,3,2,1,4,0,3,1,1,0,4,8,9,6,1
288,0,3,2,1,4,0,1,1,1,0,0,0,2,0,1
290,0,3,2,1,4,1,1,1,1,2,4,9,2,1,1
292,1,4,2,1,4,1,2,1,1,0,4,0,2,3,0
293,1,3,2,1,0,1,4,1,1,2,4,0,9,0,0
294,0,2,2,1,2,1,2,1,1,2,4,0,3,0,7
295,0,2,2,0,2,0,2,1,1,0,4,8,9,6,7
296,0,2,2,0,4,6,5,1,1,3,0,0,9,6,1
301,0,3,2,1,4,4,1,0,0,0,4,0,2,0,1
302,0,3,2,1,4,0,1,1,1,3,4,0,3,0,1
303,0,3,2,0,0,0,1,0,0,2,4,0,3,0,7
307,0,3,2,0,4,1,1,0,0,0,4,8,2,0,1
308,0,2,2,0,4,0,1,1,1,0,0,0,2,0,5
309,2,3,2,0,4,1,3,1,1,2,4,0,2,4,0
310,1,3,2,1,4,0,2,1,1,2,4,7,7,0,0
311,1,3,2,1,4,0,3,1,1,2,4,6,6,0,2
313,2,3,3,1,4,0,1,1,1,2,4,8,2,6,1
314,1,3,2,1,4,1,3,1,1,3,0,0,2,6,2
315,0,3,2,1,4,1,1,0,0,2,4,0,0,0,1
321,1,4,2,1,0,1,3,1,1,1,4,3,2,0,1
322,0,3,2,1,4,6,2,1,1,3,0,8,2,1,1
327,1,4,2,1,4,6,3,1,1,2,1,1,0,0,1
330,0,3,2,1,4,0,1,1,1,0,4,0,2,0,1
332,0,3,2,0,0,1,3,1,1,2,0,0,2,4,7
334,1,3,2,1,4,1,3,1,1,2,4,8,0,0,1
340,1,3,2,1,4,0,3,1,1,3,4,0,2,6,1
341,0,3,3,1,4,1,1,1,1,1,4,0,3,0,1
343,0,3,3,1,4,1,3,1,1,2,4,0,2,4,1
345,0,3,3,1,4,1,2,1,1,2,4,0,3,0,1
346,1,4,2,1,0,1,2,1,1,0,4,0,2,0,2
348,0,3,2,1,0,6,1,0,0,2,0,0,3,0,7
351,0,3,2,0,4,5,0,0,1,1,4,0,2,0,1
353,2,3,2,1,4,0,2,0,1,2,0,2,2,0,7
354,1,7,2,1,4,1,3,1,1,2,0,0,2,6,0
357,2,3,3,1,4,6,1,0,1,2,0,0,2,0,7
358,0,4,2,2,4,1,1,1,1,0,4,8,2,1,1
361,0,7,2,1,4,4,2,1,1,0,4,8,2,1,7
363,0,3,3,1,4,0,1,0,0,2,0,7,2,0,0
366,1,5,2,1,4,1,2,1,1,1,4,8,2,6,2
367,2,8,4,3,4,6,5,2,2,3,4,12,9,6,8
368,0,2,2,1,4,6,1,1,1,2,0,0,3,6,7
372,1,2,2,1,4,0,1,1,1,2,4,0,4,6,1
374,1,2,2,1,4,0,3,1,1,2,4,0,0,6,7
376,1,2,2,1,0,1,3,1,1,2,4,0,3,6,7
378,1,2,2,1,0,1,4,1,1,2,4,0,2,0,0
381,0,2,2,1,4,0,1,1,1,2,4,0,0,0,1
384,0,8,4,3,4,6,5,2,2,3,4,12,9,6,0
387,0,2,2,1,4,0,1,1,1,2,4,0,3,0,8
391,0,8,4,3,4,0,1,2,2,2,4,12,9,6,8
393,0,2,2,1,0,1,1,1,1,2,4,0,0,6,8
397,0,1,2,1,0,1,1,1,1,2,4,0,3,0,7
398,0,0,0,3,4,6,1,1,1,2,4,0,3,6,7
399,1,2,2,1,0,1,3,1,1,2,4,0,2,0,0
405,0,2,2,1,4,1,1,1,1,1,4,0,3,6,7
409,1,1,2,1,0,1,2,1,1,2,4,0,0,1,1
412,1,0,4,3,4,1,3,1,1,2,4,0,9,0,8
417,1,3,2,1,4,1,2,1,1,0,4,0,2,0,1
419,0,3,2,1,4,6,5,1,1,3,0,7,2,0,1
425,1,3,2,1,4,1,3,1,1,0,4,0,3,0,1
426,0,4,3,1,4,1,1,1,1,2,4,0,3,0,7
431,0,5,2,1,4,4,1,1,2,0,0,0,2,0,1
434,1,3,2,1,4,0,2,1,1,2,4,8,2,0,0
436,0,3,2,0,4,1,2,1,1,1,4,0,0,0,1
437,0,4,2,1,4,0,1,0,2,0,4,8,2,0,7
442,0,3,2,1,0,1,1,0,0,2,4,8,2,0,1
445,1,3,2,1,4,3,3,1,1,3,4,0,3,0,1
452,1,7,2,1,4,1,3,1,1,1,4,0,2,4,1
455,0,3,3,2,4,0,1,2,2,0,4,0,3,0,7
456,1,7,2,1,4,1,3,1,1,1,4,0,2,0,3
458,2,5,3,1,4,1,1,0,0,2,4,7,2,0,7
459,0,4,3,1,0,0,0,1,1,0,4,8,2,1,7
460,0,3,3,0,4,1,3,1,1,2,0,0,3,0,1
461,1,3,2,2,4,0,1,1,1,2,4,0,4,1,2
462,1,3,2,1,4,1,3,1,1,0,4,12,9,6,0
463,1,3,2,1,4,1,2,1,1,0,4,6,6,6,1
465,1,3,2,0,4,0,4,1,1,2,4,0,2,0,0
466,1,4,2,1,2,1,3,1,1,0,4,10,9,0,2
469,1,3,2,1,4,0,3,1,1,0,4,0,2,6,1
471,0,1,2,0,4,0,1,1,1,2,4,8,2,0,0
476,0,3,3,0,4,0,1,1,1,1,4,0,3,0,1
477,1,3,2,1,4,0,3,1,1,2,4,0,2,4,0
478,1,3,2,1,4,1,4,1,1,2,4,8,2,4,1
479,1,3,2,1,4,4,4,1,1,1,4,8,0,6,1
481,0,3,2,1,4,0,3,1,1,0,4,10,2,0,1
482,1,3,2,1,4,1,3,1,1,0,4,0,2,0,1
483,0,3,3,1,4,0,2,0,0,2,0,0,2,0,1
484,0,3,2,1,4,1,2,1,1,2,4,0,2,0,1
486,1,3,2,1,4,1,3,1,1,0,4,6,6,3,1
490,1,3,3,0,4,1,3,1,1,0,4,0,2,4,0
492,1,3,3,1,4,0,1,0,1,0,4,0,2,0,1
493,1,3,2,1,4,1,3,1,1,0,4,2,4,0,1
494,0,3,2,1,4,0,2,1,1,0,4,0,2,0,7
495,1,3,2,0,4,0,3,1,1,2,4,6,6,4,1
496,1,3,2,1,4,1,3,1,1,2,4,0,2,0,1
497,1,3,2,1,0,1,3,1,1,2,4,0,9,6,7
499,0,3,3,1,4,6,5,0,2,2,4,0,2,0,1
503,0,3,2,0,4,0,1,1,1,2,4,0,2,0,1
506,0,3,2,1,4,1,2,0,0,2,4,8,2,6,1
507,1,3,2,1,0,1,3,1,1,2,4,1,1,1,2
509,2,7,2,1,0,6,1,1,1,0,0,0,3,0,1
511,0,3,2,1,4,0,2,0,0,0,4,0,2,0,7
512,2,3,2,1,4,0,3,1,1,2,4,0,3,6,1
513,1,3,2,1,4,1,3,1,1,2,4,1,9,6,0
514,0,3,2,1,0,0,1,0,1,2,4,8,2,1,0
516,2,3,3,1,4,1,1,0,0,2,0,7,2,0,7
519,2,3,3,1,4,0,1,0,0,0,4,0,0,0,1
521,1,3,3,1,0,1,3,1,1,2,4,0,3,0,0
523,2,3,2,1,4,1,3,1,1,2,4,0,0,0,2
525,1,3,2,1,4,1,4,1,1,1,4,8,2,0,1
526,2,2,3,0,4,1,2,1,1,2,0,0,3,0,0
527,1,3,2,1,4,1,3,1,1,2,4,0,1,0,7
528,0,3,2,1,4,1,2,0,0,2,4,8,2,0,0
529,1,3,2,1,4,1,3,1,1,2,4,8,0,0,1
530,1,3,1,1,4,1,3,1,1,0,4,0,1,4,2
531,0,3,2,0,4,0,1,0,0,2,4,0,0,0,1
534,2,4,3,1,4,0,2,0,2,2,4,2,3,0,7
537,0,3,2,1,4,1,3,1,1,2,4,0,3,0,1
538,1,3,2,1,4,0,1,1,1,2,4,8,3,0,1
541,0,3,2,2,4,1,2,0,0,2,4,12,2,0,7
542,0,2,2,1,4,6,5,2,2,1,0,10,0,0,1
544,1,3,2,1,4,1,3,1,1,2,4,12,0,4,0
546,1,3,2,1,4,0,3,1,1,2,4,0,2,0,0
547,1,3,3,1,4,1,2,1,1,3,4,8,2,1,1
549,1,3,2,1,4,1,4,1,1,2,4,8,0,0,7
552,0,3,2,1,4,0,1,1,1,3,0,5,3,0,7
554,0,3,2,1,4,1,2,1,1,2,4,0,0,1,1
557,0,3,2,1,4,6,5,1,1,0,0,0,9,6,1
558,0,3,2,1,4,0,1,1,1,2,4,10,2,0,7
559,0,3,2,1,4,0,1,1,1,2,4,3,2,0,1
560,0,3,2,1,4,1,2,1,1,2,4,0,3,0,1
561,1,3,2,1,4,1,3,1,1,2,4,4,4,0,0
563,0,3,2,1,4,1,2,0,0,2,4,8,3,0,7
564,0,3,3,1,4,1,2,1,0,0,4,0,2,1,7
566,0,3,2,0,4,0,3,2,2,3,0,0,2,0,1
568,1,3,2,1,4,1,3,1,1,2,4,9,2,1,2
569,1,3,2,1,4,0,3,1,1,3,4,8,9,0,2
573,1,3,2,1,4,0,3,1,1,2,4,2,4,1,2
579,0,3,2,1,4,0,1,0,0,2,4,10,2,0,7
582,2,3,2,1,4,0,1,1,1,2,4,10,2,0,7
584,1,3,2,1,4,0,3,1,1,2,4,0,2,0,6
587,0,3,2,1,4,0,1,1,1,2,4,10,3,0,1
588,0,2,2,1,4,0,2,1,1,2,4,10,9,6,1
590,0,3,2,1,4,1,2,0,0,2,4,0,9,6,1
600,0,2,2,0,4,0,1,2,2,2,4,0,3,0,7
601,1,3,2,1,0,1,3,1,1,2,4,0,3,0,0
604,0,3,2,1,4,0,1,1,1,1,4,0,0,0,0
608,2,3,2,1,4,1,3,2,2,3,4,2,2,0,0
610,2,4,3,1,4,6,1,2,2,0,0,8,2,1,1
612,0,2,2,1,4,0,2,1,1,0,0,0,2,0,1
615,0,3,2,1,4,1,2,0,0,0,0,0,0,0,7
619,0,3,2,1,4,6,1,1,1,2,0,0,3,0,1
622,1,3,2,1,4,1,3,1,1,2,4,0,2,0,0
623,0,2,2,0,4,1,2,1,1,2,4,0,3,4,1
624,1,3,2,1,4,0,3,1,1,2,4,0,0,6,7
627,1,3,2,1,4,0,3,1,1,2,4,12,9,0,2
630,0,3,3,1,0,1,2,1,1,2,4,8,2,0,1
632,1,3,2,0,4,1,1,1,1,0,4,6,6,0,1
634,1,3,2,1,0,1,3,1,1,2,4,0,0,4,0
636,1,3,2,1,4,1,3,1,1,2,4,6,2,0,0
639,2,3,3,1,4,2,3,0,0,2,4,0,3,0,1
640,1,3,2,1,4,0,3,1,1,2,4,0,2,1,2
642,2,3,1,1,4,6,5,2,2,2,4,0,0,0,1
644,0,3,2,1,4,1,2,0,0,0,4,0,2,6,7
645,1,2,2,0,4,2,1,1,1,2,4,0,3,0,0
646,0,3,3,1,4,0,0,0,0,1,4,0,3,0,1
647,0,3,2,1,4,0,2,1,1,2,4,0,2,0,1
653,0,3,2,1,4,0,1,1,1,2,4,0,2,0,7
654,0,3,3,1,4,0,1,1,1,0,4,0,2,0,1
656,2,3,2,1,2,0,3,1,1,2,4,0,2,0,1
659,1,4,2,1,0,1,3,1,1,2,4,1,6,4,1
660,0,3,2,0,4,1,2,1,1,2,4,0,3,0,1
661,0,3,2,1,4,0,1,1,1,2,4,2,3,0,1
665,1,3,2,1,4,0,3,1,1,2,4,0,2,0,0
666,1,3,2,0,4,0,3,1,1,2,4,8,0,0,1
669,0,3,3,1,0,1,1,1,1,2,4,8,2,1,1
671,1,3,2,1,4,1,3,1,1,2,4,0,0,0,0
672,0,3,3,1,4,0,2,0,0,3,0,0,2,0,1
673,0,3,2,1,4,1,1,0,0,1,4,0,2,0,0
675,1,3,2,0,0,1,2,1,1,2,4,12,2,0,1
677,0,3,3,1,4,1,2,0,0,2,4,0,2,0,4
678,1,4,2,1,4,1,3,1,1,2,4,0,2,0,0
679,0,2,2,1,4,0,1,1,1,0,0,0,0,0,1
680,0,3,3,1,4,1,3,0,0,2,0,0,2,0,7
682,0,2,2,0,4,0,2,1,1,2,4,0,0,0,1
683,2,3,3,1,4,1,2,0,0,2,4,8,2,0,1
684,1,3,2,1,4,1,3,1,1,2,0,12,2,0,7
686,1,3,2,0,4,1,3,1,1,2,0,0,0,0,1
691,0,3,2,1,4,0,1,0,0,2,4,8,2,0,1
694,0,3,3,1,4,1,1,0,0,2,4,0,3,0,1
695,0,3,2,0,4,0,1,1,1,2,0,0,3,0,1
696,1,3,2,1,4,1,3,1,1,0,4,0,0,0,1
697,0,3,2,1,4,0,1,1,1,0,0,0,3,0,1
699,0,3,2,1,4,1,1,1,1,2,4,0,2,0,7
700,0,3,2,1,4,0,1,1,1,2,4,0,0,0,1
701,1,3,2,1,4,0,2,1,1,2,4,6,0,0,1
703,0,3,3,1,4,1,1,1,1,2,4,8,2,0,1
704,0,3,2,1,4,1,1,1,1,2,4,10,2,0,1
708,1,3,2,1,4,0,3,1,1,1,4,0,1,0,1
711,1,3,2,1,4,1,3,1,1,2,4,0,2,0,2
712,1,3,2,1,4,0,3,1,1,2,4,8,2,0,0
714,0,3,3,1,4,0,1,1,1,2,0,10,0,0,1
715,0,4,3,1,4,0,0,1,1,1,4,8,2,1,7
716,0,3,2,1,4,0,1,1,1,0,4,8,2,0,7
717,1,3,2,1,4,1,3,1,1,2,4,8,0,3,0
719,0,3,2,0,4,1,2,1,1,2,4,0,3,0,5
721,0,3,2,1,4,0,1,1,1,1,4,0,2,0,0
722,0,2,2,1,4,1,2,1,1,2,4,0,2,0,1
725,0,3,2,1,4,6,2,2,2,2,4,0,2,0,1
726,0,3,2,1,4,5,5,2,2,0,0,10,2,0,0
729,0,3,3,1,4,1,2,2,2,2,4,8,2,0,8
730,1,3,3,0,4,6,5,1,1,2,4,0,2,0,1
732,0,2,2,0,4,0,1,1,1,2,4,2,2,0,1
733,2,8,4,3,4,6,5,2,2,3,4,12,9,6,8
735,0,3,2,1,4,1,2,0,0,2,4,0,0,0,1
736,1,3,2,0,4,1,3,1,1,2,4,0,2,0,7
744,0,3,3,1,4,1,3,1,1,2,4,0,3,0,7
745,0,3,3,1,4,0,1,2,2,2,0,0,2,0,0
746,2,8,2,1,4,6,5,2,2,3,4,0,2,0,1
750,0,3,2,1,4,0,1,1,1,3,0,3,2,0,1
753,0,3,2,1,4,6,5,0,2,0,0,8,2,0,1
755,0,3,2,1,4,6,5,2,2,2,4,0,3,0,7
758,0,3,2,0,4,1,2,2,2,2,4,0,0,0,1
759,1,3,2,1,4,1,3,1,1,2,4,8,2,0,7
760,2,8,2,1,4,6,5,2,2,3,4,0,2,0,1
762,0,2,2,1,4,1,2,1,1,2,3,8,0,0,1
763,2,3,3,1,4,6,3,2,2,2,4,0,0,0,7
764,1,2,3,1,4,1,3,1,1,2,4,4,3,0,2
765,0,3,2,1,4,6,5,2,2,3,0,2,2,0,0
766,0,4,2,1,0,1,1,0,0,3,4,8,2,1,7
769,0,3,2,0,4,6,5,2,2,2,0,8,0,0,1
770,2,3,3,1,4,0,3,1,1,2,4,13,9,6,7
776,1,3,2,0,4,6,5,1,1,2,4,10,0,0,1
778,0,3,3,1,4,0,1,2,2,2,0,8,2,0,7
779,0,3,2,1,0,1,1,1,1,2,4,0,2,0,7
784,0,3,3,1,4,0,0,2,2,2,4,8,2,1,7
785,1,3,2,1,4,1,3,1,1,2,4,10,2,6,1
786,1,3,2,1,4,1,3,1,1,2,4,6,6,6,7
789,0,3,2,1,4,0,1,1,1,3,4,8,2,6,1
790,1,2,2,1,4,0,2,1,1,0,4,0,2,0,1
793,0,3,2,0,4,1,2,1,1,2,4,0,3,0,1
795,1,3,2,1,4,1,3,1,1,0,4,6,6,6,0
797,2,3,2,1,4,6,5,2,2,3,4,0,2,0,7
798,0,3,2,1,4,1,2,1,1,3,4,0,2,6,1
804,1,3,2,1,4,1,3,1,1,0,4,8,2,6,7
805,1,3,2,0,4,0,3,1,1,2,4,6,6,0,1
806,1,3,2,1,4,0,3,1,1,2,4,2,3,0,0
809,0,3,3,1,4,6,0,1,1,2,4,8,2,1,7
812,0,3,2,1,0,1,2,1,1,2,0,2,2,0,1
813,0,4,2,1,0,6,5,1,1,0,0,0,3,0,7
815,0,3,2,1,4,0,1,2,2,2,4,0,2,0,7
816,2,3,2,1,4,0,2,2,2,3,4,2,3,0,7
819,0,3,2,1,4,1,2,1,1,3,4,0,3,0,1
820,0,2,2,1,4,0,1,1,1,3,0,0,3,0,1
828,0,7,2,1,4,6,5,2,2,2,0,0,9,6,2
832,2,3,3,1,4,0,1,1,1,2,4,10,3,0,7
835,0,3,2,1,4,1,2,1,1,3,4,0,9,6,7
837,0,3,3,1,4,6,5,1,1,2,0,0,3,0,7
838,0,3,2,1,4,0,1,2,2,2,4,8,0,0,7
839,0,3,3,1,4,0,1,2,2,1,0,0,0,0,7
840,0,3,2,0,4,0,1,1,1,2,4,0,3,4,1
842,1,3,2,1,4,1,3,1,1,0,4,3,9,6,8
844,0,4,2,1,4,6,1,1,1,2,4,8,2,1,0
848,1,3,2,1,4,1,3,1,1,2,4,6,6,6,2
849,0,3,2,1,4,0,1,2,2,2,4,0,3,0,1
853,1,3,2,1,4,6,5,1,1,2,4,12,6,0,1
854,0,3,3,1,4,0,1,0,0,2,4,8,2,1,7
855,0,3,2,1,4,0,1,1,1,0,4,0,2,0,7
857,1,3,2,1,4,1,3,1,1,0,4,0,2,0,1
858,0,3,2,0,0,1,2,1,1,2,4,2,2,0,5
861,1,3,2,0,4,6,3,1,1,3,4,6,9,1,7
864,0,3,2,1,4,0,1,1,1,2,4,0,2,0,7
868,2,8,4,3,4,6,5,2,2,3,4,12,9,6,8
869,0,3,2,1,4,6,5,2,2,3,4,0,0,0,7
875,0,5,3,1,4,5,5,2,2,0,0,3,2,3,7
877,0,3,2,1,4,1,3,0,0,0,4,7,9,6,1
880,0,3,2,1,4,6,5,2,2,3,4,0,2,0,7
881,2,3,2,1,4,6,5,2,2,2,4,0,2,6,8
882,0,3,2,1,4,0,2,0,0,2,4,0,9,6,7
887,0,3,3,1,4,0,1,0,0,2,4,7,2,0,7
889,1,3,2,1,4,6,3,1,1,2,4,0,3,0,1
890,0,3,2,1,4,1,3,0,2,2,4,0,3,0,1
891,1,3,2,1,4,0,3,1,1,0,4,0,0,0,1
892,1,3,2,1,4,0,1,1,1,1,4,8,2,0,2
895,0,3,2,1,4,1,1,0,0,2,0,0,3,1,7
896,0,3,3,0,4,0,1,1,2,2,4,2,2,4,0
899,1,3,2,1,0,1,1,1,1,2,4,11,2,6,0
901,0,4,2,2,0,1,1,0,0,2,0,0,3,0,7
903,1,3,2,2,0,1,3,1,1,2,4,0,0,0,1
904,1,3,3,1,4,1,3,1,1,3,0,1,4,4,2
905,1,3,2,1,4,1,3,1,1,0,4,0,9,6,1
906,0,3,3,1,4,0,2,0,0,1,4,8,0,0,1
909,1,3,2,1,0,1,2,1,1,2,0,0,2,4,7
916,0,3,2,1,4,1,1,1,1,2,4,0,2,6,0
924,2,2,2,1,4,6,3,2,2,1,0,0,3,0,1
925,1,3,2,1,4,0,3,1,1,2,4,3,0,0,1
927,0,3,2,0,0,0,3,1,1,0,4,0,3,0,1
933,1,3,2,1,4,1,3,1,1,2,4,2,2,0,0
934,0,3,2,1,4,1,2,1,1,2,4,0,3,0,0
935,0,3,2,1,4,1,1,1,1,0,4,8,2,1,1
939,1,4,3,1,4,1,3,1,1,0,4,2,2,4,1
943,1,3,2,1,4,1,2,1,1,2,4,8,2,0,1
944,0,4,3,1,4,4,2,1,1,0,4,8,2,1,1
945,1,1,2,1,4,1,3,1,1,2,0,6,6,0,1
947,2,3,2,1,4,1,2,1,1,2,4,0,3,0,7
